weblink,price,ad_date,ad_views,brand,model,year,params
https://kolesa.kz/a/show/146139368,13 690 000 ₸,3 июля,17622,Geely,Azkarra,2023,"{'Город': 'Алматы', 'Поколение': '2022 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'робот', 'Привод': 'полный привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/146139368,13 690 000 ₸,3 июля,17623,Geely,Azkarra,2023,"{'Город': 'Алматы', 'Поколение': '2022 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'робот', 'Привод': 'полный привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/151579466,13 690 000 ₸,3 июля,27859,Kia,Cerato,2023,"{'Город': 'Караганда', 'Поколение': '2021 - н.в. 4 поколение рестайлинг (BD)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/152945438,13 690 000 ₸,3 июля,9440,Kia,Cerato,2023,"{'Город': 'Астана', 'Поколение': '2021 - н.в. 4 поколение рестайлинг (BD)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/122241111,13 690 000 ₸,1 июля,3370,Hyundai,Tucson,2023,"{'Город': 'Шымкент', 'Поколение': '2020 - н.в. 4 поколение (NX4)', 'Кузов': 'кроссовер', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серебристый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/137821711,13 690 000 ₸,27 июня,26633,Kia,Cerato,2023,"{'Город': 'Петропавловск', 'Поколение': '2021 - н.в. 4 поколение рестайлинг (BD)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155401234,13 690 000 ₸,27 июня,254,Kia,Cerato,2023,"{'Город': 'Кокшетау', 'Поколение': '2021 - н.в. 4 поколение рестайлинг (BD)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155396048,13 700 000 ₸,2 июля,534,Honda,e:NS1,2023,"{'Город': 'Алматы', 'Поколение': '2022 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Двигатель': 'электрический', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155223095,13 700 000 ₸,1 июля,282,Toyota,Corolla,2023,"{'Город': 'Алматы', 'Поколение': '2019 - н.в. E210', 'Кузов': 'седан', 'Объем двигателя, л': '1.8 (бензин)', 'Пробег': '174 км', 'Коробка передач': 'вариатор', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/151877736,13 700 000 ₸,26 июня,744,Jetour,X70,2023,"{'Город': 'Кентау', 'Поколение': '2018 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '15 км', 'Коробка передач': 'вариатор', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/147118370,13 700 000 ₸,28 июня,278,Toyota,Yaris,2023,"{'Город': 'Актау', 'Поколение': '2019 - н.в. XP210', 'Кузов': 'хэтчбек', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'красный металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/148226004,13 700 000 ₸,26 июня,110,Mitsubishi,Xpander,2023,"{'Город': 'Астана', 'Поколение': '2017 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '3 000 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155404663,13 700 000 ₸,29 июня,1625,Zeekr,X,2023,"{'Город': 'Алматы', 'Поколение': '2023 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Двигатель': 'электрический', 'Коробка передач': 'автомат', 'Привод': 'полный привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/152366808,13 700 000 ₸,29 июня,99,Hyundai,Elantra,2023,"{'Город': 'Астана', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '900 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/153443427,13 765 500 ₸,3 июля,3626,Hyundai,Elantra,2023,"{'Город': 'Петропавловск', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '20 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/153873313,13 765 500 ₸,29 июня,136,Hyundai,Elantra,2023,"{'Город': 'Актау', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/151774795,13 765 500 ₸,2 июля,2308,Hyundai,Elantra,2023,"{'Город': 'Алматы', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/152014830,13 790 000 ₸,3 июля,2303,Haval,H6,2023,"{'Город': 'Уральск', 'Поколение': '2017 - н.в. 1 поколение рестайлинг', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'робот', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155545850,13 790 000 ₸,30 июня,88,Hyundai,Sonata,2023,"{'Город': 'Актау', 'Поколение': '2019 - н.в. 8 поколение (DN8)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '17 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155135061,13 800 000 ₸,3 июля,875,Chevrolet,Captiva,2023,"{'Город': 'Шымкент', 'Поколение': '2018 - н.в. 2 поколение', 'Кузов': 'внедорожник', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'вариатор', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серебристый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155073159,13 800 000 ₸,1 июля,1564,Kia,Seltos,2023,"{'Город': 'Астана', 'Поколение': '2022 - н.в. 1 поколение рестайлинг (SP2)', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '30 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155135061,13 800 000 ₸,3 июля,876,Chevrolet,Captiva,2023,"{'Город': 'Шымкент', 'Поколение': '2018 - н.в. 2 поколение', 'Кузов': 'внедорожник', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'вариатор', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серебристый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155073159,13 800 000 ₸,1 июля,1565,Kia,Seltos,2023,"{'Город': 'Астана', 'Поколение': '2022 - н.в. 1 поколение рестайлинг (SP2)', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '30 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/154813465,13 800 000 ₸,30 июня,862,Toyota,Corolla,2023,"{'Город': 'Алматы', 'Поколение': '2019 - н.в. E210', 'Кузов': 'седан', 'Объем двигателя, л': '1.2 (бензин)', 'Пробег': '70 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/144957401,13 800 000 ₸,26 июня,1468,Mitsubishi,L200,2023,"{'Город': 'Алматы', 'Поколение': '2018 - н.в. 5 поколение рестайлинг (KJ/KK/KL)', 'Кузов': 'пикап', 'Объем двигателя, л': '2.4 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'полный привод', 'Руль': 'слева', 'Цвет': 'серый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/152758452,13 800 000 ₸,28 июня,1200,Jetour,X70 Plus,2023,"{'Город': 'Уральск', 'Поколение': '2020 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/153889944,13 800 000 ₸,3 июля,331,Mitsubishi,L200,2023,"{'Город': 'Петропавловск', 'Поколение': '2018 - н.в. 5 поколение рестайлинг (KJ/KK/KL)', 'Кузов': 'пикап', 'Объем двигателя, л': '2.4 (бензин)', 'Пробег': '23 км', 'Коробка передач': 'механика', 'Привод': 'полный привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155329266,13 800 000 ₸,2 июля,356,Jetour,X70 Plus,2023,"{'Город': 'Алматы', 'Поколение': '2020 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '30 км', 'Коробка передач': 'робот', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'синий металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/154266022,13 800 000 ₸,27 июня,925,Chery,Omoda 5,2023,"{'Город': 'Уральск', 'Поколение': '2022 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '1 000 км', 'Коробка передач': 'робот', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155593139,13 800 000 ₸,1 июля,130,Mitsubishi,L200,2023,"{'Город': 'Актау', 'Поколение': '2018 - н.в. 5 поколение рестайлинг (KJ/KK/KL)', 'Кузов': 'пикап', 'Объем двигателя, л': '2.4 (бензин)', 'Пробег': '30 км', 'Коробка передач': 'механика', 'Привод': 'полный привод', 'Руль': 'слева', 'Цвет': 'серый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155628892,13 850 000 ₸,3 июля,337,Kia,Sportage,2023,"{'Город': 'Шымкент', 'Поколение': '2021 - н.в. 5 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155503365,13 850 000 ₸,29 июня,196,Chevrolet,Captiva,2023,"{'Город': 'Алматы', 'Поколение': '2018 - н.в. 2 поколение', 'Кузов': 'внедорожник', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '140 км', 'Коробка передач': 'вариатор', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/151076410,13 850 000 ₸,3 июля,3,Toyota,Corolla,2023,"{'Город': 'Алматы', 'Поколение': '2019 - н.в. E210', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '2 950 км', 'Коробка передач': 'вариатор', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155014749,13 850 000 ₸,2 июля,134,Toyota,Rush,2023,"{'Город': 'Алматы', 'Поколение': '2017 - н.в. 2 поколение (F800)', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'задний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/152556471,13 890 000 ₸,27 июня,9219,Hyundai,Elantra,2023,"{'Город': 'Шымкент', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155662762,13 899 000 ₸,3 июля,35,Kia,Sportage,2023,"{'Город': 'Шымкент', 'Поколение': '2021 - н.в. 5 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/154452438,13 900 000 ₸,30 июня,1158,Hyundai,Elantra,2023,"{'Город': 'Алматы', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '61 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/152765237,13 900 000 ₸,30 июня,462,Kia,Cerato,2023,"{'Город': 'Костанай', 'Поколение': '2021 - н.в. 4 поколение рестайлинг (BD)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '9 700 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155463094,13 900 000 ₸,28 июня,138,Toyota,Rush,2023,"{'Город': 'Алматы', 'Поколение': '2017 - н.в. 2 поколение (F800)', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '11 км', 'Коробка передач': 'автомат', 'Привод': 'задний привод', 'Руль': 'слева', 'Цвет': 'черный металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/154394333,13 900 000 ₸,29 июня,48,Toyota,Rush,2023,"{'Город': 'Семей', 'Поколение': '2017 - н.в. 2 поколение (F800)', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '54 км', 'Коробка передач': 'автомат', 'Привод': 'задний привод', 'Руль': 'слева', 'Цвет': 'коричневый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/146030870,13 900 000 ₸,28 июня,97,Toyota,Yaris,2023,"{'Город': 'Алматы', 'Поколение': '2019 - н.в. XP210', 'Кузов': 'хэтчбек', 'Объем двигателя, л': '1.3 (бензин)', 'Пробег': '40 км', 'Коробка передач': 'вариатор', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155570044,13 900 000 ₸,30 июня,166,Kia,Sportage,2023,"{'Город': 'Уральск', 'Поколение': '2021 - н.в. 5 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '7 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155535807,13 900 000 ₸,30 июня,571,Kia,Sportage,2023,"{'Город': 'Астана', 'Поколение': '2021 - н.в. 5 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '7 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155578302,13 900 000 ₸,1 июля,453,Kia,Sportage,2023,"{'Город': 'Астана', 'Поколение': '2021 - н.в. 5 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155640662,13 900 000 ₸,2 июля,70,Hyundai,Sonata,2023,"{'Город': 'Алматы', 'Поколение': '2019 - н.в. 8 поколение (DN8)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '5 000 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/153709462,13 900 000 ₸,28 июня,164,Hyundai,Elantra,2023,"{'Город': 'Астана', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '150 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'синий металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155170398,13 900 000 ₸,27 июня,662,Hyundai,Elantra,2023,"{'Город': 'Шымкент', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '3 500 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155448854,13 905 000 ₸,28 июня,77,Hyundai,Elantra,2023,"{'Город': 'Кокшетау', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '9 315 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155451540,13 950 000 ₸,28 июня,63,Hyundai,Elantra,2023,"{'Город': 'Астана', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155582912,13 980 000 ₸,1 июля,46,Hyundai,Sonata,2023,"{'Город': 'Алматы', 'Поколение': '2019 - н.в. 8 поколение (DN8)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '13 529 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/149769102,13 990 000 ₸,3 июля,7856,Kia,Soul,2023,"{'Город': 'Усть-Каменогорск', 'Поколение': '2019 - н.в. 3 поколение (SK3)', 'Кузов': 'хэтчбек', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/151005146,13 990 000 ₸,3 июля,3826,JAC,JS6,2023,"{'Город': 'Кокшетау', 'Поколение': '2022 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'робот', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/149075047,13 990 000 ₸,3 июля,9849,JAC,JS6,2023,"{'Город': 'Костанай', 'Поколение': '2022 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'робот', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/154908745,13 990 000 ₸,2 июля,764,Kia,K5,2023,"{'Город': 'Семей', 'Поколение': '2020 - н.в. 3 поколение', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/154707954,13 990 000 ₸,3 июля,3485,Kia,K5,2023,"{'Город': 'Актау', 'Поколение': '2020 - н.в. 3 поколение', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155610102,13 990 000 ₸,1 июля,43,Hyundai,Elantra,2023,"{'Город': 'Актау', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/150201226,13 999 000 ₸,27 июня,125,Toyota,Corolla,2023,"{'Город': 'Астана', 'Поколение': '2019 - н.в. E210', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'вариатор', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155319901,14 000 000 ₸,3 июля,3114,Jetour,Dashing,2023,"{'Город': 'Алматы', 'Поколение': '2022 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '320 км', 'Коробка передач': 'робот', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/154707562,14 000 000 ₸,3 июля,473,Jetour,X70 Plus,2023,"{'Город': 'Актобе', 'Поколение': '2020 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '6 000 км', 'Коробка передач': 'робот', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/154186220,14 000 000 ₸,2 июля,10906,Changan,UNI-V,2023,"{'Город': 'Астана', 'Поколение': '2022 - н.в. 1 поколение', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '70 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155446259,14 000 000 ₸,1 июля,583,Hyundai,Elantra,2023,"{'Город': 'Алматы', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '970 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/154032082,14 000 000 ₸,3 июля,0,Hyundai,Elantra,2023,"{'Город': 'Алматы', 'Поколение': '2020 - н.в. 7 поколение (CN7)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '8 000 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/154603110,14 000 000 ₸,26 июня,1057,Chery,Tiggo 7 Pro,2023,"{'Город': 'Алматы', 'Поколение': '2019 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/151934490,14 000 000 ₸,28 июня,129,Hyundai,Sonata,2023,"{'Город': 'Атырау', 'Поколение': '2019 - н.в. 8 поколение (DN8)', 'Кузов': 'седан', 'Объем двигателя, л': '2 (бензин)', 'Пробег': '5 000 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/147485071,14 000 000 ₸,1 июля,33,Mitsubishi,L200,2023,"{'Город': 'Шымкент', 'Поколение': '2018 - н.в. 5 поколение рестайлинг (KJ/KK/KL)', 'Кузов': 'пикап', 'Объем двигателя, л': '2.4 (бензин)', 'Коробка передач': 'механика', 'Привод': 'полный привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155239308,14 000 000 ₸,30 июня,282,Mitsubishi,L200,2023,"{'Город': 'Актау', 'Поколение': '2018 - н.в. 5 поколение рестайлинг (KJ/KK/KL)', 'Кузов': 'пикап', 'Объем двигателя, л': '2.4 (бензин)', 'Коробка передач': 'механика', 'Привод': 'полный привод', 'Руль': 'слева', 'Цвет': 'серебристый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155557634,14 000 000 ₸,30 июня,158,Kia,Cee’d,2023,"{'Город': 'Алматы', 'Поколение': '2021 - н.в. 3 поколение рестайлинг', 'Кузов': 'универсал', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серебристый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155282854,14 000 000 ₸,2 июля,68,Changan,CS55 Plus,2023,"{'Город': 'Караганда', 'Поколение': '2021 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '2 000 км', 'Коробка передач': 'робот', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}"
https://kolesa.kz/a/show/155401556,14 000 000 ₸,27 июня,164,JAC,JS6,2023,"{'Город': 'Шымкент', 'Поколение': '2022 - н.в. 1 поколение', 'Кузов': 'кроссовер', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '4 561 км', 'Коробка передач': 'робот', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный металлик', 'Растаможен в Казахстане': 'Да'}"
